INSPECTION_ID,INSPECTION_DATE,INSPECTION_METHOD,INSPECTION_REPORT_DATE,INSPECTION_NOTES,NUM_INSPECTION,NUM_POI,POI_ID_1,POI_COUNTY_1,POI_SOURCE_1,POI_TRIBUTARY_TO_1,POI_LATITUDE_1,POI_LONGITUDE_1,POI_DESCRIPTION_1,PRIMARY_POI_1,POI_ID_2,POI_COUNTY_2,POI_SOURCE_2,POI_TRIBUTARY_TO_2,POI_LATITUDE_2,POI_LONGITUDE_2,POI_DESCRIPTION_2,PRIMARY_POI_2,POI_ID_3,POI_COUNTY_3,POI_SOURCE_3,POI_TRIBUTARY_TO_3,POI_LATITUDE_3,POI_LONGITUDE_3,POI_DESCRIPTION_3,PRIMARY_POI_3,INVESTIGATION_ID,INVESTIGATION_TYPE,INVESTIGATION_START_DATE,INVESTIGATION_CLOSURE_DATE,NUM_OF_VIOLATIONS,ENF_CASE_NUMBER,ENFOCEMENT_ACTION_TYPE,ENF_CASE_CLOSURE_DATE,INVESTIGATION_LEAD_STAFF,INVEST_SECTION_OR_OFFICE,INVESTIGATION_SWEEP,RESOURCE_VALUE_PRIORITY,INVESTIGATION_SUMMARY,ASSOCIATED_WR_TO_INV
4879,3/21/2019,Office,,Verified photos received.,1,1,9343,Humboldt,,,,,,,,,,,,,,,,,,,,,,,10621,Cannabis,9/7/2018,3/21/2019,1,,,,Renee  Avila,Water Rights - Enforcement,,Low,"The Division issued a directive notice on September 7, 2018 to inform the respondent that if cannabis cultivation is occurring on the property, then a water right is required.

The Division issued a Notice of Violation on October 5, 2018 and required the respondent to provide evidence of no cannabis cultivation, a non-jurisdictional water source, or obtain a water right.

Property was misidentified. Has well completion report
Humboldt APN 221-021-005",UN001577
4880,3/21/2019,Field,,Verified well completion report.,1,1,9344,Humboldt,,,,,,,,,,,,,,,,,,,,,,,10622,Cannabis,9/7/2018,3/21/2019,1,,,,Renee  Avila,Water Rights - Enforcement,,Low,"The Division issued a directive notice on September 7, 2018 to inform the respondent that if cannabis cultivation is occurring on the property, then a water right is required.

The Division issued a Notice of Violation on October 5, 2018 and required the respondent to provide evidence of no cannabis cultivation, a non-jurisdictional water source, or obtain a water right.

Property was misidentified. Has Domestic, Statement and water well.
Humboldt APN 212-033-012",UN001578
4881,3/21/2019,Office,,Verified well completion report,1,1,9345,Humboldt,,,,,,,,,,,,,,,,,,,,,,,10623,Cannabis,9/7/2018,3/21/2019,1,,,,Renee  Avila,Water Rights - Enforcement,,Low,"The Division issued a directive notice on September 7, 2018 to inform the respondent that if cannabis cultivation is occurring on the property, then a water right is required.

The Division issued a Notice of Violation on October 5, 2018 and required the respondent to provide evidence of no cannabis cultivation, a non-jurisdictional water source, or obtain a water right.

Property was misidentified. Has water well.
Humboldt APN 212-051-026",UN001579
4882,3/21/2019,Office,,Verified well completion report,1,1,9346,Humboldt,,,,,,,,,,,,,,,,,,,,,,,10624,Cannabis,9/7/2018,3/21/2019,1,,,,Renee  Avila,Water Rights - Enforcement,,,"The Division issued a directive notice on September 7, 2018 to inform the respondent that if cannabis cultivation is occurring on the property, then a water right is required.

The Division issued a Notice of Violation on October 5, 2018 and required the respondent to provide evidence of no cannabis cultivation, a non-jurisdictional water source, or obtain a water right.

Property was misidentified. Has water well.
Humboldt APN 212-051-028",UN001580
4883,3/21/2019,Office,,Verified well report,1,1,9347,Humboldt,,,,,,,,,,,,,,,,,,,,,,,10625,Cannabis,9/7/2018,3/21/2019,1,,,,Renee  Avila,Water Rights - Enforcement,,,"The Division issued a directive notice on September 7, 2018 to inform the respondent that if cannabis cultivation is occurring on the property, then a water right is required.

The Division issued a Notice of Violation on October 5, 2018 and required the respondent to provide evidence of no cannabis cultivation, a non-jurisdictional water source, or obtain a water right.

Property was misidentified. Has water well.
Humboldt APN 212-061-028",UN001581
4884,3/21/2019,Office,,Verified well completion report,1,1,9348,Humboldt,,,,,,,,,,,,,,,,,,,,,,,10626,Cannabis,9/7/2018,3/21/2019,1,,,,Renee  Avila,Water Rights - Enforcement,,,"The Division issued a directive notice on September 7, 2018 to inform the respondent that if cannabis cultivation is occurring on the property, then a water right is required.

The Division issued a Notice of Violation on October 5, 2018 and required the respondent to provide evidence of no cannabis cultivation, a non-jurisdictional water source, or obtain a water right.

Property was misidentified. Has water well.
Humboldt APN 212-061-030",UN001582
4885,5/3/2019,Office,5/3/2019,Reservoirs have been filled in and diversion structure has been removed. A028214 and A028215 licenses were connected at one time.,1,2,9303,Santa Barbara,San Pedro Creek,,34.43824742,-119.83709597,A028215 01,Y,9357,Santa Barbara,Las Vegas Creek,,34.43612227,-119.8322394,A028214 01,N,,,,,,,,,10593,Revocation - Voluntary,3/18/2019,6/18/2019,0,,,,Antonio  Barrales,Water Rights - Enforcement,,,"Re-assigned owner (City of Santa Barbara) filed revocation request.
This is a follow up from a previous revocation request (INV 9928). Now, all seems in order to proceed with the revocation request.

6/18/19 Revocation order mailed.","A028215,A028214"
4886,12/17/2018,Office,12/17/2018,Contact Report-MPalazzo,1,1,9301,Trinity,Baxter Creek,Rush Creek,40.77972222,-122.85555556,S028106 01,Y,,,,,,,,,,,,,,,,,9809,Complaint,9/7/2018,5/3/2019,0,,,,Jordan Baser,Water Rights - Enforcement,,,"Complainant contact info: 530-598-6242, dapeterson@gmail.com.  Respondent taking water from Baxter Creek.  Harm to migrating fish in Rush Creek.  Responded at 77 Eccentric Lane near Rush Ck Rd.: rec'd by VV","UN001377,S028106,D033050"
4887,5/1/2019,Field,11/4/2019,,1,1,9141,Humboldt,Unnamed spring,Unnamed stream,40.4798,-123.6473,H502463 01,Y,,,,,,,,,,,,,,,,,10418,Cannabis Exempt Spring,12/20/2018,11/6/2019,0,,,,Zach  Mayo,Water Rights - Enforcement,,,"Cannabis Fully-Contained Spring report review for H100281 for Nasko Zlatinov, submitted on 05/17/2018.

Received from Cannabis Registration Unit on 12/20/2018.",H502463
4888,5/1/2019,Field,11/4/2019,,1,1,9152,Humboldt,Unnamed spring,Van Duzen River,40.482296,-123.651937,H503965 01,Y,,,,,,,,,,,,,,,,,10473,Cannabis Exempt Spring,12/18/2018,11/6/2019,0,,,,Zach  Mayo,Water Rights - Enforcement,,,"Bryan, exempt spring request, received 12/15/18, H500733",H503965
4889,5/8/2019,Office,5/8/2020,NO inspection needed. ,1,1,12371,Mendocino,Russian River,,,,,Y,,,,,,,,,,,,,,,,,10486,Groundwater Determination,3/18/2019,5/18/2020,0,,,,Zach  Mayo,Water Rights - Enforcement,,,"Redwood Valley subterranean stream determination requested by Skyler Anderson

Closed by Skyler Anderson - no determination needed. ",UN002830
4890,4/19/2018,Office,,Letter sent to Peter Von Der Linde in order to get signature for revocation form and to discuss current water use. There has been no response for over a year.,1,1,8169,Tuolumne,,,38.01869739,-120.4336868,A023320 01,Y,,,,,,,,,,,,,,,,,9664,Revocation - Voluntary,3/13/2018,5/8/2019,0,,,,Lang Khang,Water Rights - Enforcement,,Low,"The Division received a letter from Peter von der Linde requesting to cancel the water right for license 12444 (A023320). No formal request for revocation form was attached and signed. Contact information was not available in eWRIMS or through public sites. A notice was sent to the return address on 4/19/2018 requesting that Peter fill out and sign a Request for Revocation form.
Update 5/8/2019:
No contact has been received from Peter Von Der Linde. Phone number and emails were not provided and Peter has failed to respond to the letter mailed on 4/19/2018. A revocation cannot be processed without a signed request for revocation form and further correspondence. Due to no response for over a year, this investigation is closed as of 5/8/2019.",A023320
4891,5/8/2019,Office,,,1,1,8278,Riverside,,Temescal Wash,33.7426,-117.4766,A032284 01,Y,,,,,,,,,,,,,,,,,9745,Other,7/25/2018,5/8/2019,0,,,,Laura  Lavallee,Water Rights - Enforcement,,,Request for determination whether water right is required based on no apparent beneficial use.  It appears that any diversion to groundwater storage occurs only during 50 year storm events.  The investigation of this is not worth the limited Division enforcement resources.,A032284
4892,5/9/2019,Office,,Reviewed Response letter,1,2,9180,Humboldt,,Eel River,40.263,-123.8717,S025842 01,Y,9362,Humboldt,South Fork Eel River,Eel River,40.264,-123.8719,S025843 01,N,,,,,,,,,10490,Compliance,2/19/2019,5/9/2019,0,,,,Jordan Baser,Water Rights - Enf - NC,,,Myers Flat has not submitted an application to appropriate water prior to their statement submittals. Statement claims riparian rights to underflow of Eel River.,"S025843,S025842"
4893,5/9/2019,Office,5/9/2019,Office inspection to confirm complaint closure.,1,1,9366,Mendocino,Russian River,,39.264193,-123.206649,,Y,,,,,,,,,,,,,,,,,9794,Complaint,9/4/2018,5/15/2019,0,,,,Alexander  Sweat,Water Rights - Enforcement,,,Respondent has dug a pit that accumulates water and is selling water. They also has a well that may be subterranean to the Russian River. The well is used to fill the pit that is used for recommendation and for dust control.,UN001367
4894,5/9/2019,Office,,Owner decided to cancel his revocation request,1,3,9363,Sonoma,,,38.5034,-122.8891,A024865B 01,Y,9365,Sonoma,,,38.5033,-122.8891,A024865A02 01,N,9364,Sonoma,,,38.5033,-122.8891,A024865B 02,N,10636,Revocation - Voluntary,5/3/2019,5/9/2019,0,,,,Jordan Baser,Water Rights - Enf - NC,,,Voluntary Revocation Request. Explained water right to diverter and he wishes to keep his WR and withdraw his revo req. See attachment,"A024865B,A024865A02"
4895,12/23/2011,Office,,,1,4,2146,Plumas,Clear Creek,,40.1089,-121.1228,A017303 01,Y,4190,Plumas,Owl Creek,,40.1119,-121.1253,A017303 01,,2295,Plumas,Clear Creek,,40.1089,-121.1228,A008996 01,,3586,Revocation - Statutory,11/20/2011,8/3/2012,1,ENF00119,Revocation - Statutory,8/3/2012,Matthew Quint,Water Rights - Enforcement,,,"Notice of Proposed Revocation mailed December 23, 2011. Revocation mailed on August 3, 2012.","A008996,A017303"
4896,1/10/2011,Office,,,1,1,334,Napa,Napa River,,38.3565061,-122.29557489,A026036A 01,Y,,,,,,,,,,,,,,,,,3667,Revocation - Statutory,1/1/2011,11/4/2011,1,ENF00129,Revocation - Statutory,11/4/2011,Laura  Lavallee,Water Rights - Enforcement,,,"Notice of Proposed Revocation for failure to put water to beneficial use sent 2/25/2009 to all possible owners

",A026036A
4897,7/12/2010,Office,,,1,1,3218,Mendocino,Unnamed spring,,39.06859718,-123.45566809,D030921R 01,Y,,,,,,,,,,,,,,,,,3326,Revocation - Statutory,7/12/2010,7/12/2010,1,,,,Kyle  Wooldridge,Water Rights - Other,,,Registrant failed to pay renewal fees or submit report of use.,"D030921,UN001192"
4898,5/15/2019,Office,,"Preliminary Investigation started on May 15, 2019.",1,1,9374,Mendocino,Unnamed stream,,39.04436911,-123.41608254,D030850 01,Y,,,,,,,,,,,,,,,,,10642,Revocation - Voluntary,5/15/2019,1/28/2020,0,,,,Sahil  Pathak,Water Rights - Enforcement,,Medium,"5/15/2019 - Revocation received on March 26, 2019

5/20/2019 - Called Richard to confirm revocation.  Left voicemail and awaiting to hear back.

5/30/2019 - Spoke with Richard Colton and confirmed the revocation request.

6/10/2019 - Left voicemail with Richard Colton and asked him to look at the email we sent on May 31, 2019.  Revocation still pending at this moment

8/1/2019 - Richard sent pictures of his pond.  Unable to process the revocation based on the pictures.  In the process of scheduling a site visit. 

8/12/2019 - Site visit scheduled for August 16, 2019.

8/16/2019 - Site Inspection conducted.  Determination - Richard has to either render the pond incapable of storing water (take out dam and associated structures) or engineer a way which makes the pond incapable of storing water.

8/23/2019 - Site visit conducted on August 16, 2019. Determination sent to Richard Colton today - see water right folder for information.

12/13/2019 - Email reminder sent on Nov 5, 2019 asking about the status of the work.  We provided Mr. Colton an option to permanently bypass water across his pond in order to proceed forward with the revocation.  No response is received from Mr. Colton and the registration is still active.  We explained to Mr. Colton that he is responsible for reporting and fees until the registration is not revoked.

1/28/2020 - No Response received from Richard Colton.  Assignment closed.  Will need to submit another revocation request if the diverter wants to revoke the water right.

",D030850
4899,5/16/2019,Office,,No inspection performed. This was a duplicate investigation.,1,1,8337,Amador,China Gulch,,38.2476047,-120.90426964,A026711 01,Y,,,,,,,,,,,,,,,,,9811,Revocation - Voluntary,5/17/2018,5/16/2019,0,,,,Lang Khang,Water Rights - Enforcement,,,Duplicate Investigation. Ramon Ruiz already worked on this revocation,A026711
4900,4/17/2019,Office,,In-office inspection reviewing aerials and photos provided by Ranger Bronson,1,1,9102,Calaveras,Indian Creek,,38.18703638,-120.43736406,A021753 01,Y,,,,,,,,,,,,,,,,,10433,Revocation - Voluntary,11/26/2018,4/17/2019,0,,,,Lang Khang,Water Rights - Enforcement,,Low,"Voluntary Revocation request received on 11/26/2018 by Ranger K. Bronson
Investigation initiated by Blake Nicolas and closed out by Lang Khang. Ranger Bronson wanted to revoke his water right license (A021753), but the reservoir was still capable of storing water. Review of the inspection for the license showed that an eight-inch pipe was to be installed in the dam. Upon conversation with Bronson, it was revealed that the pipe no longer exists. With no way to bypass the flow of the reservoir, a revocation could not be processed. Instead, staff recommended that Bronson apply for a Small Domestic Use Registration to cut down the cost of the annual water right fee. Bronson was sent information on how to apply and a request for revocation may follow after his Registration is processed.",A021753
4901,5/17/2019,Office,,"In-office investigation reviewing permit, aerials, and other bases of right for the reservoir",2,1,9376,Tulare,Kaweah River,,36.4186,-119.0034,A031996 01,Y,,,,,,,,,,,,,,,,,10644,Revocation - Voluntary,1/17/2019,10/22/2019,0,,,,Lang Khang,Water Rights - Enforcement,,,Voluntary revocation requested to revoke a water right permit that proposed addition of three turbines to the existing power generation facility. A site inspection was performed and confirmed that the turbines were not constructed. Kaweah River Power Authority explained that the hydro power project was no longer financially beneficial for the company (solar power was cheaper). Permit fully revoked.,A031996
4902,1/11/2019,Office,,"In-office inspection looking at aerials, parcel boundaries, and record file.",1,1,9106,San Joaquin,Unnamed stream,,38.0970836,-121.16752807,A012660 01,Y,,,,,,,,,,,,,,,,,10437,Revocation - Voluntary,1/10/2019,10/28/2019,0,,,,Lang Khang,Water Rights - Enforcement,,Low,Voluntary Revocation request received from Tom Cheas on 10/25/18. Tom is new to water rights and has stated that he does not plan to use the water from his right. Aerials show that the property does not show signs of use and Tom has confirmed that he is not using water from the license (unnamed stream). Revocation processed.,A012660
4903,5/9/2019,Office,5/9/2019,"Initial Statement submitted on May 9, 2019.",1,2,9103,Tulare,To be determined,,36.4401,-118.9046,Created from complaint ID: 5901,Y,9380,Tulare,Kaweah River,,36.440126,-118.905455,S028137 01,N,,,,,,,,,10434,Complaint,1/5/2019,5/9/2019,0,,,,Matthew Quint,Water Rights - Enforcement,,Medium,"ANONYMOUS COMPLAINT

See CID 5901 summary.

On February 5, 2019, a Notice of Complaint letter was mailed to Complaint Respondent.

On May 9, 2019, Complaint Respondent submitted to Division staff via e-mail an Initial Statement of Water Diversion and Use (S028137).","UN001437,S028137"
4904,12/29/2016,Field,6/8/2017,Multiple owners share place of use under A020697 & A027909.  One of the owners has abandoned use of the water rights and demanded he be removed from Ewrims ownership of the water rights.,1,5,3366,Yuba,Unnamed stream,,39.2603005,-121.50451203,A027909 01,Y,7396,Yuba,Unnamed stream,,39.26172659,-121.51721705,A020697 02,,5583,Yuba,Unnamed stream,,39.25772339,-121.5119468,A020697 03,,8535,Revocation - Voluntary,12/19/2016,3/13/2017,0,,,,Chuck Arnold,Water Rights - Enforcement,,,"Primary owner requested revocation, not knowing there were multiple owners for the place of use(s).  The revocation request was denied and the primary ownership was assigned in ewrims records.  One licensed co-owner requested to be removed from ewrims ownership.  The place of use will not change or be reduced.  Future owners of place of use property are entitled to use the place of use under the license.  During the course of the field visit, a non-jurisdictional reservoir was discovered (NJ000221). ","A020697,A027909"
4905,12/26/2016,Field,6/8/2017,Non-jurisdictional reservoir was discovered during a license inspection.,1,,,,,,,,,,,,,,,,,,,,,,,,,,9143,Other,12/29/2016,3/13/2017,0,,,,Chuck Arnold,Water Rights - Enforcement,,,Non-jurisdictional reservoir identified during a revocation inspection on the property related to A020697 and A027909.,"UN001056,NJ000221"
4906,5/29/2019,Field,,,1,1,9483,Los Angeles,Lake Elizabeth,Hughes Lake,34.67556,-118.446525,Lake Hughes,Y,,,,,,,,,,,,,,,,,10631,Complaint,5/2/2019,6/2/2020,0,,,,Kyle  Wooldridge,Water Rights - Enforcement,,,"Multiple complaints against the Painted Turtle Camp and other entities.

5/14/19 - Left message at Painted Turtle
5/22/19 - Left message and sent email to operations director Allen McBroom

Closure Memo finalized 4/16/20.  INV Closed.",UN001587
4907,5/8/2019,Office,,,1,1,9389,Santa Cruz,San Vicente Creek,Pacific Ocean,37.0191,-122.2054,Created from complaint ID: 5945,Y,,,,,,,,,,,,,,,,,10647,Complaint,4/4/2019,5/8/2019,0,,,,David  LaBrie,Water Rights - Enforcement,,,"COMP-42318 alleges the same unauthorized diversion by RMC Pacific Materials that Mr. Kossack alleged in one or more of his previously submitted complaints.  Although with Comp-42318 he cited an additional court decision (People v. Murrison (2002) 101 Cal.App.4th 349) to support his allegation, it is substantially the same complaint with the same facts and same argument as his previous complaints.  COMP-42318 is closed because the court decision cited is insufficient evidence to compel the Division to alter its earlier conclusion that RMC Pacific Materials has provided sufficient evidence to demonstrate that it perfected a claim to divert and use water under a pre-1914 appropriative water right.","S008351,S008351"
4908,3/9/2012,Office,,,1,4,4101,Mendocino,Unnamed stream,Meyer Gulch,39.1398,-123.5236,UN000201 02,Y,4100,Mendocino,Unnamed stream,Meyer Gulch,39.1393,-123.5217,UN000201 01,,3318,Mendocino,Unnamed stream,Meyer Gulch,39.1398,-123.5236,D030773R 02,,3515,Unauthorized Diversion,9/1/2011,3/9/2012,0,,,,Ramon  Ruiz,Water Rights - Enforcement,,,"AB2121 identified two reservoirs on Mendocino Co. APN 026-03-0-46 (Reservoir IDs: 1806 and 2790).  Letter to property owner advising potential unauthorized diversion and use of water and failure to file a Statement of Water Diversion and Use sent 09/08/2011.  -  Determined that POD is authorized under D030773R, but had been incorrected located in eWRIMS

Closure letter dated 3/9/2012 serves as report.","D030773,UN000201"
4909,1/23/2012,Office,,,1,1,9418,Mendocino,,,38.89179,-123.26484,UN000207 and NJ000055,Y,,,,,,,,,,,,,,,,,3521,Unauthorized Diversion,9/1/2011,1/23/2012,0,,,,Ramon  Ruiz,Water Rights - Enforcement,,,AB2121 identified reservoir (Res ID. no. 1804) on Mendocino Co. APN 049-16-0-51.  Letter to property owner advising potential unauthorized diversion and use of water and failure to file a Statement of Water Diversion and Use sent 09/08/2011.-  Response received on 10/7/2011 from Wagner and Bonsignore with information showing pond is non-jurisdictional.  Closed by letter dated 1/23/2012 (serves as report) with NJ000055 created for pond.,"NJ000055,UN000207"
4910,1/6/2012,Office,,,1,2,2038,Mendocino,,,39.1443,-123.5414,UN000209 01,Y,4552,Mendocino,Perry Gulch,Navarro River,39.1443,-123.5414,S022333 01,,,,,,,,,,3523,Unauthorized Diversion,9/1/2011,1/6/2012,1,ENF00175,Notification of Violations and Voluntary Compliance,12/3/2013,Ramon  Ruiz,Water Rights - Enforcement,,,"AB2121 identified reservoir (Res ID no. 153) on Mendocino Co. APN 026-20-0-21.  Agenet sent information that reservoir is outside our permitting authority however there is direct diversion from Perry Gulch ccuring for which statement was filed.  

Closure letter dated 1/6/2012 serves as report","UN000209,S022333,NJ000050"
4911,5/21/2012,Office,,,1,1,9390,Mendocino,,,39.238357,-123.2000585,NJ000077,Y,,,,,,,,,,,,,,,,,3826,Unauthorized Diversion,5/4/2012,5/16/2012,0,,,,Ramon  Ruiz,Water Rights - Enforcement,,,"AB2121 RID# 1796.  No field inspection required. Owners provided evidence that the pond on the property is used for wastewater. It is a settling pond.

Closure letter sent 5/21/2012 which serves as report.",NJ000077
4912,5/8/2012,Office,,,1,1,9393,Mendocino,,,39.18297,-123.280868,NJ000076,Y,,,,,,,,,,,,,,,,,3822,Unauthorized Diversion,5/4/2012,5/8/2012,0,,,,Ramon  Ruiz,Water Rights - Enforcement,,,AB2121 RID# 1884. A desktop review was completed and a letter was mailed to the property owner to confirm that no illegal diversion exist.,NJ000076
4913,9/25/2012,Office,,,1,2,2571,Mendocino,Unnamed stream,,39.2545,-123.2269,A027036 01,Y,7190,Mendocino,Unnamed stream,,39.2545,-123.2269,A024805 01,,,,,,,,,,4355,Unauthorized Diversion,5/4/2012,9/25/2012,0,,,,Ramon  Ruiz,Water Rights - Enforcement,,,"AB2121 identified reservoi (RES ID 1905) turned out to be the reservoirs covered under A024805 and A027036, whose PODs were plotted incorrectly in eWRIMS.","A027036,A024805"
4914,5/1/2019,Field,6/17/2019,A field inspection was conducted with meeting with Mr. Zike,1,1,9083,Tulare,Lindsay Creek,,36.20174,-119.039585,Created from complaint ID: 5855,Y,,,,,,,,,,,,,,,,,10423,Complaint,9/5/2018,6/24/2019,0,,,,Chuck Arnold,Water Rights - Enforcement,,,Off-stream pit reservoir filled with groundwater and agricultural drainage.,NJ000250
4915,4/18/2019,Office,4/18/2019,Contacted owner. Stream seldom flows.,1,1,9305,San Diego,Banner Canyon,,33.07638231,-116.54203529,A010775 01,Y,,,,,,,,,,,,,,,,,10594,Revocation - Voluntary,3/15/2019,4/18/2019,0,,,,David  LaBrie,Water Rights - Enforcement,,,Request for revocation for A010775 (Permit 006271). Contacted owner on 4/18/2019 to confirm request. Owner confirms that he has removed the pump and motor from the POD.,A010775
4916,5/16/2019,Office,5/23/2019,Reservoir covered by the water right licenses still collects water to storage.,1,2,9308,San Luis Obispo,Unnamed stream,,35.41578082,-120.47656233,A024990 01,Y,9309,San Luis Obispo,Unnamed stream,,35.41578082,-120.47656233,A023940 01,N,,,,,,,,,10597,Revocation - Voluntary,3/5/2019,5/23/2019,0,,,,David  LaBrie,Water Rights - Enforcement,,,Review of aerial imagery and reports of licensee indicates that reservoir covered by the water right licenses still collects water to storage. Deny request to revoke the licenses until such time as the dam is rendered incapable of collecting water to storage.,"A024990,A023940"
4917,10/28/2010,Office,,cancellation of application for existing diversion requires the owner to render diversion facilities incapable of diverting water - site inspection may be necessary to verify work has been completed,1,2,7636,San Luis Obispo,Salinas River,,35.38882894,-120.55797394,"A031115 POD, UN001218 POD",Y,9391,San Luis Obispo,Salinas River,Pacific Ocean,35.3887,-120.5582,S020752 01,N,,,,,,,,,9460,Unauthorized Diversion,10/28/2010,,1,ENF02729,Notification of Violations and Voluntary Compliance,,Former  Staff,Water Rights - Enforcement,,,"Removal of an unauthorized reservoir (Pearce Dam, Crescent Lake) after Division Decision 2010-0001 denying application A031115. Certified letter sent on 10/28/2010 as notification that corrective action is needed.

Property previously owned by Daniel and Celeste Encell, but bought by Hind River Ranch LLC on 1/29/2010.

Agent = ALTHOUSE AND MEADE, INC  1602 SPRING STREET ATTN: DANIEL E. MEADE  PASO ROBLES, CA 93446  805-237-9626 dan@alt-me.com 

5/21/19 - KLW - I called the Hind Foundation ((805) 544-0914) and left a message to discuss this issue.

5/22/19 - Spoke with Consultant Dan Meade, he will advice Hind River LLC and get back to me to schedule inspection","A031115,UN001218,S020752"
4918,5/31/2019,Office,5/31/2019,2019.05.31 Contact Report (BBlattner),2,1,9432,Mendocino,Indian Creek,Navarro River,,,Created from complaint ID: 5950,Y,,,,,,,,,,,,,,,,,10653,Complaint,5/28/2019,6/26/2019,0,,,,Jordan Baser,Water Rights - Enf - NC,,,"After speaking with Ms. Blattner, property owner of APN 046-060-52 and APN 046-070-20, she explained that she only has one point of diversion on Indian Creek, which is associated with A015520. She explained that she does not use the statement on file, S009642 and that she does not know of any diversion upstream from her. She also explained that her pump for her license has been silted over so she does not know the condition it is in, meaning the garden hose spotted from the bridge does not belong to her. I asked her if she knew the property owners to the east of her near Route 128 and she explained that the property is called ¿The Madrones¿, which is an Event Center that has houses, cabins, and camping. 

It is possible that the Unauthorized Diversion is coming from APN 046-070-28, 046-070-27, and 046-070-26. These parcels also align with the location provided by the Complainant. 
",UN001590
4919,6/3/2019,Office,,,1,1,8477,Placer,Unnamed stream,,38.86537294,-121.15708721,A021696 01,Y,,,,,,,,,,,,,,,,,9936,Revocation - Voluntary,3/7/2018,6/3/2019,0,,,,Oxcar  Macias,Water Rights - Enforcement,,,Voluntary revocation request,A021696
4920,6/3/2019,Office,,,1,1,8481,Tehama,Unnamed stream,,40.35426894,-121.86057418,L031347 01,Y,,,,,,,,,,,,,,,,,9939,Revocation - Voluntary,8/9/2018,6/4/2019,0,,,,Oxcar  Macias,Water Rights - Enforcement,,,"Voluntary revocation request

2nd request submitted 11/21/18",L031347
4921,6/7/2019,Field,6/10/2019,"Found reservoir, dam needs to be altered for revocation",1,1,9317,San Luis Obispo,Unnamed stream,,35.36248707,-120.46187607,A017368 01,Y,,,,,,,,,,,,,,,,,10605,Revocation - Voluntary,3/19/2019,4/1/2020,0,,,,David  LaBrie,Water Rights - Enforcement,,,"Voluntary Revocation

6/19/2019 - KLW - Sent notification letter not recommending revocation

1/28/2020 - KLW - We are not acting on the request at this time because the reservoir needs to be removed.  Communication with the licensee is difficult.",A017368
4922,5/17/2019,Office,,,1,3,9377,Sonoma,,,38.62295123,-122.83905585,A017632 01,Y,9379,Sonoma,,,38.60745223,-122.85567211,A017632 03,N,9378,Sonoma,,,38.61422255,-122.8309031,A017632 02,N,10645,Revocation - Voluntary,5/17/2019,6/12/2019,0,,,,Thomas  Grossman,Water Rights - Enforcement,,,Request withdrawn - 06/12/19,A017632
4924,4/26/2019,Office,4/26/2019,,1,2,8478,El Dorado,,Old Mill Creek,38.6452,-120.9729,D029417 02,Y,8479,El Dorado,Unnamed stream,,38.6444,-120.9737,D029417 01,N,,,,,,,,,9937,Revocation - Voluntary,8/3/2018,4/26/2019,0,,,,Oxcar  Macias,Water Rights - Enforcement,,,Voluntary revocation request.  Revocation order issued 4/26/2019,D029417
4925,5/29/2019,Field,,,1,1,9481,Los Angeles,Lake Elizabeth,Castaic Creek,34.67556,-118.446525,Lake Hughes,Y,,,,,,,,,,,,,,,,,10662,Complaint,5/2/2019,4/16/2020,0,,,,Kyle  Wooldridge,Water Rights - Enforcement,,,"Multiple complaints regarding Lake Hughes, CA

Insufficient info for Division to take enforcement action.  Closed.",UN001609
4926,5/29/2019,Field,,,1,1,9482,Los Angeles,Lake Elizabeth,Castaic Creek,34.67556,-118.446525,Lake Hughes,Y,,,,,,,,,,,,,,,,,10660,Complaint,5/2/2019,4/16/2020,0,,,,Kyle  Wooldridge,Water Rights - Enforcement,,,"Multiple complaints regarding Lake Hughes, CA

Insufficient info for Division to take enforcement action.  Closed.",UN001607
4927,6/4/2019,Office,,,1,1,9318,San Diego,Unnamed spring,,33.4021439,-116.83146401,A009137 01,Y,,,,,,,,,,,,,,,,,10606,Revocation - Voluntary,4/15/2019,6/21/2019,0,,,,Kassidy  Heckmann,Water Rights - Enforcement,,,"Voluntary request: approved for revocation, owner showed proof of non-use and alternate water source.",A009137
4928,7/22/2019,Office,,,1,2,9429,Ventura,Calleguas Creek,,34.1809241,-119.0328485,A029829 01,Y,9430,Ventura,Calleguas Creek,,34.17948649,-119.04027043,A029829 02,N,,,,,,,,,10649,Revocation - Voluntary,5/14/2019,8/13/2019,0,,,,Kassidy  Heckmann,Water Rights - Enforcement,,,Voluntary revocation: owner ceased POD water use for farm and purchases recycled water through the Camrosa Water District (verified by invoice).,A029829
4929,6/20/2019,Office,,Ownership was transferred and the revocation withdrawn,1,3,9488,Riverside,,,33.94708458,-117.29805039,A005762 01,Y,9490,Riverside,,,33.95161839,-117.2981051,A005762 03,N,9489,Riverside,,,33.95161839,-117.2981051,A005762 02,N,10664,Revocation - Voluntary,10/1/2018,6/21/2019,0,,,,Chuck Arnold,Water Rights - Enforcement,,,Revocation request was resolved with a co-ownership change.  License will remain in effect. ,A005762
